Date,Tested,State_Name
12-Sep-2020,223892,Goa
13-Sep-2020,225051,Goa
14-Sep-2020,225910,Goa
15-Sep-2020,227810,Goa
16-Sep-2020,229876,Goa
17-Sep-2020,231801,Goa
18-Sep-2020,233674,Goa
19-Sep-2020,235787,Goa
20-Sep-2020,237198,Goa
21-Sep-2020,238343,Goa
22-Sep-2020,240206,Goa
23-Sep-2020,242078,Goa
24-Sep-2020,244189,Goa
25-Sep-2020,246170,Goa
26-Sep-2020,248153,Goa
27-Sep-2020,249581,Goa
28-Sep-2020,251033,Goa
29-Sep-2020,252783,Goa
30-Sep-2020,254801,Goa
01-Oct-2020,256897,Goa
02-Oct-2020,258285,Goa
03-Oct-2020,259777,Goa
04-Oct-2020,260955,Goa
05-Oct-2020,262241,Goa
06-Oct-2020,264139,Goa
07-Oct-2020,265959,Goa
08-Oct-2020,267362,Goa
09-Oct-2020,269205,Goa
10-Oct-2020,270616,Goa
11-Oct-2020,271962,Goa
12-Oct-2020,273404,Goa
13-Oct-2020,274974,Goa
14-Oct-2020,276457,Goa
15-Oct-2020,278039,Goa
16-Oct-2020,279295,Goa
17-Oct-2020,280703,Goa
18-Oct-2020,281949,Goa
19-Oct-2020,282691,Goa
20-Oct-2020,284193,Goa
21-Oct-2020,285455,Goa
22-Oct-2020,286711,Goa
23-Oct-2020,287887,Goa
24-Oct-2020,289332,Goa
25-Oct-2020,290350,Goa
26-Oct-2020,291630,Goa
27-Oct-2020,293591,Goa
28-Oct-2020,295392,Goa
29-Oct-2020,297075,Goa
30-Oct-2020,298792,Goa
31-Oct-2020,300548,Goa
01-Nov-2020,301440,Goa
02-Nov-2020,302832,Goa
03-Nov-2020,304544,Goa
04-Nov-2020,306425,Goa
05-Nov-2020,308011,Goa
06-Nov-2020,309751,Goa
07-Nov-2020,311014,Goa
08-Nov-2020,312780,Goa
09-Nov-2020,314183,Goa
10-Nov-2020,315761,Goa
11-Nov-2020,317230,Goa
12-Nov-2020,318541,Goa
13-Nov-2020,320092,Goa
14-Nov-2020,321050,Goa
15-Nov-2020,321769,Goa
16-Nov-2020,322989,Goa
17-Nov-2020,324649,Goa
18-Nov-2020,326365,Goa
19-Nov-2020,327986,Goa
20-Nov-2020,329749,Goa
21-Nov-2020,331599,Goa
22-Nov-2020,332738,Goa
23-Nov-2020,334198,Goa
24-Nov-2020,336202,Goa
25-Nov-2020,338144,Goa
26-Nov-2020,340036,Goa
27-Nov-2020,342681,Goa
28-Nov-2020,345201,Goa
29-Nov-2020,347199,Goa
30-Nov-2020,348871,Goa
01-Dec-2020,350919,Goa
02-Dec-2020,352922,Goa
03-Dec-2020,354812,Goa
04-Dec-2020,356109,Goa
05-Dec-2020,358202,Goa
06-Dec-2020,359345,Goa
07-Dec-2020,360920,Goa
08-Dec-2020,363062,Goa
09-Dec-2020,364672,Goa
10-Dec-2020,366174,Goa
11-Dec-2020,367818,Goa
12-Dec-2020,369887,Goa
13-Dec-2020,370690,Goa
14-Dec-2020,372211,Goa
15-Dec-2020,373920,Goa
16-Dec-2020,375678,Goa
17-Dec-2020,377343,Goa
18-Dec-2020,378817,Goa
19-Dec-2020,380426,Goa
20-Dec-2020,381392,Goa
21-Dec-2020,382852,Goa
22-Dec-2020,384740,Goa
23-Dec-2020,386533,Goa
24-Dec-2020,388210,Goa
25-Dec-2020,389879,Goa
26-Dec-2020,391084,Goa
27-Dec-2020,392413,Goa
28-Dec-2020,393587,Goa
29-Dec-2020,395425,Goa
30-Dec-2020,397386,Goa
31-Dec-2020,399206,Goa
01-Jan-2021,400669,Goa
02-Jan-2021,402289,Goa
03-Jan-2021,403611,Goa
04-Jan-2021,404788,Goa
05-Jan-2021,406810,Goa
06-Jan-2021,408710,Goa
07-Jan-2021,410575,Goa
08-Jan-2021,412662,Goa
09-Jan-2021,414869,Goa
10-Jan-2021,416392,Goa
11-Jan-2021,417573,Goa
12-Jan-2021,419548,Goa
13-Jan-2021,421490,Goa
14-Jan-2021,423328,Goa
15-Jan-2021,425033,Goa
16-Jan-2021,426703,Goa
17-Jan-2021,427935,Goa
18-Jan-2021,429020,Goa
19-Jan-2021,431275,Goa
20-Jan-2021,433077,Goa
21-Jan-2021,434825,Goa
22-Jan-2021,436519,Goa
23-Jan-2021,438454,Goa
24-Jan-2021,439616,Goa
25-Jan-2021,441012,Goa
26-Jan-2021,442488,Goa
27-Jan-2021,443903,Goa
28-Jan-2021,445778,Goa
29-Jan-2021,447398,Goa
30-Jan-2021,449280,Goa
31-Jan-2021,450676,Goa
01-Feb-2021,452039,Goa
02-Feb-2021,454356,Goa
03-Feb-2021,456130,Goa
04-Feb-2021,458068,Goa
05-Feb-2021,459485,Goa
06-Feb-2021,460994,Goa
07-Feb-2021,462011,Goa
08-Feb-2021,463300,Goa
09-Feb-2021,464805,Goa
10-Feb-2021,466545,Goa
11-Feb-2021,468179,Goa
12-Feb-2021,469749,Goa
13-Feb-2021,471165,Goa
14-Feb-2021,472229,Goa
15-Feb-2021,473449,Goa
16-Feb-2021,475057,Goa
17-Feb-2021,476682,Goa
18-Feb-2021,478148,Goa
19-Feb-2021,479780,Goa
20-Feb-2021,481571,Goa
21-Feb-2021,482622,Goa
22-Feb-2021,483675,Goa
23-Feb-2021,485451,Goa
24-Feb-2021,487110,Goa
25-Feb-2021,488742,Goa
26-Feb-2021,490555,Goa
27-Feb-2021,492143,Goa
28-Feb-2021,493367,Goa
01-Mar-2021,494535,Goa
02-Mar-2021,496089,Goa
03-Mar-2021,497806,Goa
04-Mar-2021,499371,Goa
05-Mar-2021,500978,Goa
06-Mar-2021,502509,Goa
07-Mar-2021,503674,Goa
08-Mar-2021,504938,Goa
09-Mar-2021,506507,Goa
10-Mar-2021,507998,Goa
11-Mar-2021,509776,Goa
12-Mar-2021,511503,Goa
13-Mar-2021,512999,Goa
14-Mar-2021,514309,Goa
15-Mar-2021,515663,Goa
16-Mar-2021,517229,Goa
17-Mar-2021,518847,Goa
18-Mar-2021,520510,Goa
19-Mar-2021,522458,Goa
20-Mar-2021,524230,Goa
21-Mar-2021,525665,Goa
22-Mar-2021,527106,Goa
23-Mar-2021,529007,Goa
24-Mar-2021,530780,Goa
25-Mar-2021,532970,Goa
26-Mar-2021,535093,Goa
27-Mar-2021,537572,Goa
28-Mar-2021,539339,Goa
29-Mar-2021,540796,Goa
30-Mar-2021,542300,Goa
31-Mar-2021,544652,Goa
01-Apr-2021,547263,Goa
02-Apr-2021,549292,Goa
03-Apr-2021,551354,Goa
04-Apr-2021,553411,Goa
05-Apr-2021,555457,Goa
06-Apr-2021,558266,Goa
07-Apr-2021,560905,Goa
08-Apr-2021,564111,Goa
09-Apr-2021,566872,Goa
10-Apr-2021,569832,Goa
11-Apr-2021,572337,Goa
12-Apr-2021,574614,Goa
13-Apr-2021,577121,Goa
14-Apr-2021,579357,Goa
15-Apr-2021,582068,Goa
16-Apr-2021,585257,Goa
17-Apr-2021,588751,Goa
18-Apr-2021,592007,Goa
19-Apr-2021,594733,Goa
20-Apr-2021,598330,Goa
21-Apr-2021,602419,Goa
22-Apr-2021,606325,Goa
23-Apr-2021,609332,Goa
24-Apr-2021,613865,Goa
25-Apr-2021,619811,Goa
26-Apr-2021,626583,Goa
27-Apr-2021,632131,Goa
28-Apr-2021,640149,Goa
29-Apr-2021,646059,Goa
30-Apr-2021,652816,Goa
01-May-2021,658713,Goa
02-May-2021,663507,Goa
03-May-2021,669520,Goa
04-May-2021,676072,Goa
05-May-2021,682841,Goa
08-Apr-2020,4224,Gujarat
10-Apr-2020,7718,Gujarat
11-Apr-2020,9763,Gujarat
12-Apr-2020,11715,Gujarat
13-Apr-2020,14251,Gujarat
14-Apr-2020,14980,Gujarat
15-Apr-2020,19197,Gujarat
16-Apr-2020,20903,Gujarat
17-Apr-2020,23483,Gujarat
18-Apr-2020,26102,Gujarat
19-Apr-2020,29104,Gujarat
20-Apr-2020,33316,Gujarat
21-Apr-2020,36829,Gujarat
22-Apr-2020,39421,Gujarat
23-Apr-2020,42384,Gujarat
24-Apr-2020,46743,Gujarat
25-Apr-2020,48315,Gujarat
26-Apr-2020,51091,Gujarat
27-Apr-2020,53575,Gujarat
28-Apr-2020,56101,Gujarat
29-Apr-2020,59488,Gujarat
30-Apr-2020,64007,Gujarat
01-May-2020,68774,Gujarat
02-May-2020,74116,Gujarat
03-May-2020,80060,Gujarat
04-May-2020,84648,Gujarat
05-May-2020,89632,Gujarat
06-May-2020,95191,Gujarat
07-May-2020,100553,Gujarat
08-May-2020,105386,Gujarat
09-May-2020,109650,Gujarat
10-May-2020,113493,Gujarat
11-May-2020,116470,Gujarat
12-May-2020,119536,Gujarat
13-May-2020,122297,Gujarat
14-May-2020,124708,Gujarat
15-May-2020,127859,Gujarat
16-May-2020,138407,Gujarat
17-May-2020,143600,Gujarat
18-May-2020,148824,Gujarat
19-May-2020,154674,Gujarat
20-May-2020,160772,Gujarat
21-May-2020,166152,Gujarat
22-May-2020,172562,Gujarat
23-May-2020,178068,Gujarat
24-May-2020,182868,Gujarat
25-May-2020,186361,Gujarat
26-May-2020,189313,Gujarat
27-May-2020,193863,Gujarat
28-May-2020,198048,Gujarat
29-May-2020,201481,Gujarat
30-May-2020,205780,Gujarat
31-May-2020,211930,Gujarat
01-Jun-2020,216258,Gujarat
02-Jun-2020,221610,Gujarat
03-Jun-2020,227898,Gujarat
04-Jun-2020,233921,Gujarat
05-Jun-2020,239911,Gujarat
06-Jun-2020,245606,Gujarat
07-Jun-2020,251686,Gujarat
08-Jun-2020,256289,Gujarat
09-Jun-2020,261587,Gujarat
10-Jun-2020,266404,Gujarat
11-Jun-2020,272924,Gujarat
12-Jun-2020,278137,Gujarat
13-Jun-2020,283623,Gujarat
14-Jun-2020,288565,Gujarat
15-Jun-2020,292909,Gujarat
16-Jun-2020,296335,Gujarat
17-Jun-2020,303671,Gujarat
18-Jun-2020,308744,Gujarat
19-Jun-2020,314301,Gujarat
20-Jun-2020,319414,Gujarat
21-Jun-2020,324874,Gujarat
22-Jun-2020,329343,Gujarat
23-Jun-2020,334326,Gujarat
24-Jun-2020,340080,Gujarat
25-Jun-2020,345278,Gujarat
26-Jun-2020,351179,Gujarat
27-Jun-2020,357148,Gujarat
28-Jun-2020,363306,Gujarat
29-Jun-2020,367739,Gujarat
30-Jun-2020,373613,Gujarat
01-Jul-2020,380640,Gujarat
02-Jul-2020,388065,Gujarat
03-Jul-2020,395873,Gujarat
04-Jul-2020,404354,Gujarat
05-Jul-2020,412124,Gujarat
06-Jul-2020,418464,Gujarat
07-Jul-2020,425830,Gujarat
08-Jul-2020,433864,Gujarat
09-Jul-2020,441692,Gujarat
10-Jul-2020,449349,Gujarat
11-Jul-2020,457066,Gujarat
12-Jul-2020,464646,Gujarat
13-Jul-2020,470265,Gujarat
14-Jul-2020,478367,Gujarat
15-Jul-2020,487707,Gujarat
16-Jul-2020,499170,Gujarat
17-Jul-2020,512000,Gujarat
18-Jul-2020,524297,Gujarat
19-Jul-2020,536122,Gujarat
20-Jul-2020,548989,Gujarat
21-Jul-2020,562682,Gujarat
22-Jul-2020,576706,Gujarat
23-Jul-2020,591561,Gujarat
24-Jul-2020,606718,Gujarat
25-Jul-2020,620662,Gujarat
26-Jul-2020,642370,Gujarat
27-Jul-2020,667844,Gujarat
28-Jul-2020,690092,Gujarat
29-Jul-2020,713006,Gujarat
30-Jul-2020,738073,Gujarat
31-Jul-2020,764777,Gujarat
01-Aug-2020,791080,Gujarat
02-Aug-2020,814335,Gujarat
03-Aug-2020,834104,Gujarat
04-Aug-2020,854839,Gujarat
05-Aug-2020,879213,Gujarat
06-Aug-2020,903782,Gujarat
07-Aug-2020,930373,Gujarat
08-Aug-2020,956645,Gujarat
09-Aug-2020,987630,Gujarat
10-Aug-2020,1017234,Gujarat
11-Aug-2020,1058881,Gujarat
12-Aug-2020,1109005,Gujarat
13-Aug-2020,1159822,Gujarat
14-Aug-2020,1211047,Gujarat
15-Aug-2020,1262264,Gujarat
16-Aug-2020,1312824,Gujarat
17-Aug-2020,1358364,Gujarat
18-Aug-2020,1415598,Gujarat
19-Aug-2020,1478629,Gujarat
20-Aug-2020,1547120,Gujarat
21-Aug-2020,1620067,Gujarat
22-Aug-2020,1695325,Gujarat
23-Aug-2020,1756133,Gujarat
24-Aug-2020,1819198,Gujarat
25-Aug-2020,1891775,Gujarat
26-Aug-2020,1969724,Gujarat
27-Aug-2020,2045951,Gujarat
28-Aug-2020,2121751,Gujarat
29-Aug-2020,2195985,Gujarat
30-Aug-2020,2265473,Gujarat
31-Aug-2020,2331836,Gujarat
01-Sep-2020,2409906,Gujarat
02-Sep-2020,2484429,Gujarat
03-Sep-2020,2559916,Gujarat
04-Sep-2020,2635369,Gujarat
05-Sep-2020,2708120,Gujarat
06-Sep-2020,2780681,Gujarat
07-Sep-2020,2853371,Gujarat
08-Sep-2020,2925447,Gujarat
09-Sep-2020,3001383,Gujarat
10-Sep-2020,3073534,Gujarat
11-Sep-2020,3145202,Gujarat
12-Sep-2020,3219983,Gujarat
13-Sep-2020,3288811,Gujarat
14-Sep-2020,3360318,Gujarat
15-Sep-2020,3438500,Gujarat
16-Sep-2020,3523653,Gujarat
17-Sep-2020,3609273,Gujarat
18-Sep-2020,3678350,Gujarat
19-Sep-2020,3739782,Gujarat
20-Sep-2020,3800469,Gujarat
21-Sep-2020,3862366,Gujarat
22-Sep-2020,3924463,Gujarat
23-Sep-2020,3986370,Gujarat
24-Sep-2020,4048274,Gujarat
25-Sep-2020,4110186,Gujarat
26-Sep-2020,4172051,Gujarat
27-Sep-2020,4232408,Gujarat
28-Sep-2020,4293724,Gujarat
29-Sep-2020,4356062,Gujarat
30-Sep-2020,4418028,Gujarat
01-Oct-2020,4474766,Gujarat
02-Oct-2020,4531498,Gujarat
03-Oct-2020,4588563,Gujarat
04-Oct-2020,4645263,Gujarat
05-Oct-2020,4702776,Gujarat
06-Oct-2020,4754655,Gujarat
07-Oct-2020,4806040,Gujarat
08-Oct-2020,4858505,Gujarat
09-Oct-2020,4910167,Gujarat
10-Oct-2020,4961455,Gujarat
11-Oct-2020,5012705,Gujarat
12-Oct-2020,5063684,Gujarat
13-Oct-2020,5114677,Gujarat
14-Oct-2020,5165670,Gujarat
15-Oct-2020,5216885,Gujarat
16-Oct-2020,5269542,Gujarat
17-Oct-2020,5322288,Gujarat
18-Oct-2020,5374249,Gujarat
19-Oct-2020,5426621,Gujarat
20-Oct-2020,5479536,Gujarat
21-Oct-2020,5532522,Gujarat
22-Oct-2020,5585445,Gujarat
23-Oct-2020,5638392,Gujarat
24-Oct-2020,5691372,Gujarat
25-Oct-2020,5742742,Gujarat
26-Oct-2020,5793788,Gujarat
27-Oct-2020,5845715,Gujarat
28-Oct-2020,5897627,Gujarat
29-Oct-2020,5950616,Gujarat
30-Oct-2020,6002273,Gujarat
31-Oct-2020,6053847,Gujarat
01-Nov-2020,6104931,Gujarat
02-Nov-2020,6157811,Gujarat
03-Nov-2020,6210550,Gujarat
04-Nov-2020,6262122,Gujarat
05-Nov-2020,6304418,Gujarat
06-Nov-2020,6365202,Gujarat
07-Nov-2020,6416963,Gujarat
08-Nov-2020,6468154,Gujarat
09-Nov-2020,6519943,Gujarat
10-Nov-2020,6572903,Gujarat
11-Nov-2020,6625876,Gujarat
12-Nov-2020,6680500,Gujarat
13-Nov-2020,6734467,Gujarat
14-Nov-2020,6787440,Gujarat
15-Nov-2020,6837282,Gujarat
16-Nov-2020,6876665,Gujarat
17-Nov-2020,6923993,Gujarat
18-Nov-2020,6978249,Gujarat
19-Nov-2020,7033156,Gujarat
20-Nov-2020,7101057,Gujarat
21-Nov-2020,7171445,Gujarat
22-Nov-2020,7235184,Gujarat
23-Nov-2020,7304705,Gujarat
24-Nov-2020,7389330,Gujarat
25-Nov-2020,7480789,Gujarat
26-Nov-2020,7551609,Gujarat
27-Nov-2020,7620892,Gujarat
28-Nov-2020,7690779,Gujarat
29-Nov-2020,7759739,Gujarat
30-Nov-2020,7825615,Gujarat
01-Dec-2020,7894467,Gujarat
02-Dec-2020,7963653,Gujarat
03-Dec-2020,8033388,Gujarat
04-Dec-2020,8102712,Gujarat
05-Dec-2020,8172380,Gujarat
06-Dec-2020,8241960,Gujarat
07-Dec-2020,8310558,Gujarat
08-Dec-2020,8371433,Gujarat
09-Dec-2020,8432094,Gujarat
10-Dec-2020,8492641,Gujarat
11-Dec-2020,8553164,Gujarat
12-Dec-2020,8613587,Gujarat
13-Dec-2020,8669576,Gujarat
14-Dec-2020,8725383,Gujarat
15-Dec-2020,8780266,Gujarat
16-Dec-2020,8835130,Gujarat
17-Dec-2020,8889965,Gujarat
18-Dec-2020,8944722,Gujarat
19-Dec-2020,8999087,Gujarat
20-Dec-2020,9053781,Gujarat
21-Dec-2020,9108393,Gujarat
22-Dec-2020,9162980,Gujarat
23-Dec-2020,9217823,Gujarat
24-Dec-2020,9273521,Gujarat
25-Dec-2020,9330491,Gujarat
26-Dec-2020,9384030,Gujarat
27-Dec-2020,9437105,Gujarat
28-Dec-2020,9490011,Gujarat
29-Dec-2020,9543400,Gujarat
30-Dec-2020,9598108,Gujarat
31-Dec-2020,9652780,Gujarat
01-Jan-2021,9706300,Gujarat
02-Jan-2021,9759280,Gujarat
03-Jan-2021,9810664,Gujarat
04-Jan-2021,9858659,Gujarat
05-Jan-2021,9906698,Gujarat
06-Jan-2021,9955664,Gujarat
07-Jan-2021,10003606,Gujarat
08-Jan-2021,10053558,Gujarat
09-Jan-2021,10101064,Gujarat
10-Jan-2021,10106573,Gujarat
11-Jan-2021,10151305,Gujarat
12-Jan-2021,10196158,Gujarat
13-Jan-2021,10238845,Gujarat
14-Jan-2021,10276485,Gujarat
15-Jan-2021,10308797,Gujarat
16-Jan-2021,10344324,Gujarat
17-Jan-2021,10379151,Gujarat
18-Jan-2021,10413621,Gujarat
19-Jan-2021,10447816,Gujarat
20-Jan-2021,10483207,Gujarat
21-Jan-2021,10518933,Gujarat
22-Jan-2021,10557027,Gujarat
23-Jan-2021,10557027,Gujarat
25-Jan-2021,10655600,Gujarat
26-Jan-2021,10655600,Gujarat
27-Jan-2021,10655600,Gujarat
28-Jan-2021,10751067,Gujarat
29-Jan-2021,10751067,Gujarat
30-Jan-2021,10813671,Gujarat
01-Feb-2021,10871308,Gujarat
02-Feb-2021,10900068,Gujarat
03-Feb-2021,10933696,Gujarat
04-Feb-2021,10966235,Gujarat
05-Feb-2021,10998755,Gujarat
06-Feb-2021,11030661,Gujarat
07-Feb-2021,11060775,Gujarat
08-Feb-2021,11089177,Gujarat
09-Feb-2021,11120129,Gujarat
10-Feb-2021,11151733,Gujarat
11-Feb-2021,11184241,Gujarat
12-Feb-2021,11216545,Gujarat
13-Feb-2021,11246954,Gujarat
14-Feb-2021,11273012,Gujarat
15-Feb-2021,11301404,Gujarat
16-Feb-2021,11332917,Gujarat
17-Feb-2021,11364444,Gujarat
18-Feb-2021,11395504,Gujarat
19-Feb-2021,11426929,Gujarat
20-Feb-2021,11457831,Gujarat
21-Feb-2021,11486652,Gujarat
22-Feb-2021,11516986,Gujarat
23-Feb-2021,11550722,Gujarat
24-Feb-2021,11586675,Gujarat
25-Feb-2021,11626508,Gujarat
26-Feb-2021,11666635,Gujarat
27-Feb-2021,11706362,Gujarat
28-Feb-2021,11739846,Gujarat
01-Mar-2021,11772956,Gujarat
02-Mar-2021,11812132,Gujarat
03-Mar-2021,11851954,Gujarat
04-Mar-2021,11894510,Gujarat
05-Mar-2021,11937704,Gujarat
06-Mar-2021,11979578,Gujarat
07-Mar-2021,12016996,Gujarat
08-Mar-2021,12054039,Gujarat
09-Mar-2021,12098835,Gujarat
10-Mar-2021,12145245,Gujarat
11-Mar-2021,12187600,Gujarat
12-Mar-2021,12230975,Gujarat
13-Mar-2021,12275445,Gujarat
14-Mar-2021,12321047,Gujarat
15-Mar-2021,12367262,Gujarat
16-Mar-2021,12419088,Gujarat
17-Mar-2021,12477426,Gujarat
18-Mar-2021,12536086,Gujarat
19-Mar-2021,12598997,Gujarat
20-Mar-2021,12661933,Gujarat
21-Mar-2021,12722014,Gujarat
22-Mar-2021,12781096,Gujarat
23-Mar-2021,12849797,Gujarat
24-Mar-2021,12926709,Gujarat
25-Mar-2021,13008414,Gujarat
26-Mar-2021,13096513,Gujarat
27-Mar-2021,13182148,Gujarat
28-Mar-2021,13263977,Gujarat
29-Mar-2021,13334810,Gujarat
30-Mar-2021,13406686,Gujarat
31-Mar-2021,13497177,Gujarat
01-Apr-2021,13598199,Gujarat
02-Apr-2021,13705405,Gujarat
03-Apr-2021,13819989,Gujarat
04-Apr-2021,13932822,Gujarat
05-Apr-2021,14049043,Gujarat
06-Apr-2021,14174426,Gujarat
07-Apr-2021,14298292,Gujarat
08-Apr-2021,14433123,Gujarat
09-Apr-2021,14567455,Gujarat
10-Apr-2021,14716579,Gujarat
11-Apr-2021,14861756,Gujarat
12-Apr-2021,15005034,Gujarat
13-Apr-2021,15154363,Gujarat
14-Apr-2021,15307435,Gujarat
15-Apr-2021,15466550,Gujarat
16-Apr-2021,15627525,Gujarat
17-Apr-2021,15801091,Gujarat
18-Apr-2021,15966802,Gujarat
19-Apr-2021,16125282,Gujarat
20-Apr-2021,16298864,Gujarat
21-Apr-2021,16480875,Gujarat
22-Apr-2021,16670240,Gujarat
23-Apr-2021,16860142,Gujarat
24-Apr-2021,17045176,Gujarat
25-Apr-2021,17213348,Gujarat
26-Apr-2021,17372504,Gujarat
27-Apr-2021,17535696,Gujarat
28-Apr-2021,17709605,Gujarat
29-Apr-2021,17878957,Gujarat
30-Apr-2021,18039956,Gujarat
01-May-2021,18190727,Gujarat
02-May-2021,18328441,Gujarat
03-May-2021,18460323,Gujarat
04-May-2021,18601098,Gujarat
05-May-2021,18746283,Gujarat
03-Apr-2020,1325,Haryana
07-Apr-2020,2520,Haryana
08-Apr-2020,2650,Haryana
09-Apr-2020,2964,Haryana
10-Apr-2020,3527,Haryana
11-Apr-2020,3663,Haryana
12-Apr-2020,3903,Haryana
13-Apr-2020,4489,Haryana
14-Apr-2020,5210,Haryana
15-Apr-2020,7388,Haryana
16-Apr-2020,8064,Haryana
17-Apr-2020,8884,Haryana
18-Apr-2020,10454,Haryana
19-Apr-2020,12687,Haryana
20-Apr-2020,13894,Haryana
21-Apr-2020,14562,Haryana
22-Apr-2020,15561,Haryana
23-Apr-2020,17582,Haryana
24-Apr-2020,18845,Haryana
25-Apr-2020,20270,Haryana
26-Apr-2020,21467,Haryana
27-Apr-2020,22993,Haryana
28-Apr-2020,24826,Haryana
29-Apr-2020,26148,Haryana
30-Apr-2020,28202,Haryana
01-May-2020,30191,Haryana
02-May-2020,31200,Haryana
03-May-2020,35278,Haryana
04-May-2020,38183,Haryana
05-May-2020,40982,Haryana
06-May-2020,43279,Haryana
07-May-2020,46495,Haryana
08-May-2020,49746,Haryana
09-May-2020,53282,Haryana
10-May-2020,56983,Haryana
11-May-2020,59735,Haryana
12-May-2020,62377,Haryana
13-May-2020,65785,Haryana
14-May-2020,69191,Haryana
15-May-2020,72326,Haryana
16-May-2020,75097,Haryana
17-May-2020,78029,Haryana
18-May-2020,80698,Haryana
19-May-2020,82544,Haryana
20-May-2020,83944,Haryana
21-May-2020,88138,Haryana
22-May-2020,91119,Haryana
23-May-2020,94035,Haryana
24-May-2020,97006,Haryana
25-May-2020,99987,Haryana
26-May-2020,102018,Haryana
27-May-2020,104747,Haryana
28-May-2020,108031,Haryana
29-May-2020,110940,Haryana
30-May-2020,114683,Haryana
31-May-2020,118138,Haryana
01-Jun-2020,121779,Haryana
02-Jun-2020,124564,Haryana
03-Jun-2020,127895,Haryana
04-Jun-2020,132575,Haryana
05-Jun-2020,137452,Haryana
06-Jun-2020,141688,Haryana
07-Jun-2020,145722,Haryana
08-Jun-2020,150220,Haryana
09-Jun-2020,153692,Haryana
10-Jun-2020,158470,Haryana
11-Jun-2020,162967,Haryana
12-Jun-2020,167501,Haryana
13-Jun-2020,171560,Haryana
14-Jun-2020,185722,Haryana
15-Jun-2020,189914,Haryana
16-Jun-2020,193421,Haryana
17-Jun-2020,197703,Haryana
18-Jun-2020,202808,Haryana
19-Jun-2020,207675,Haryana
20-Jun-2020,212430,Haryana
21-Jun-2020,217797,Haryana
22-Jun-2020,222948,Haryana
23-Jun-2020,226951,Haryana
24-Jun-2020,231673,Haryana
25-Jun-2020,236898,Haryana
26-Jun-2020,241941,Haryana
27-Jun-2020,247139,Haryana
28-Jun-2020,252356,Haryana
29-Jun-2020,260341,Haryana
30-Jun-2020,264203,Haryana
01-Jul-2020,269726,Haryana
02-Jul-2020,277031,Haryana
03-Jul-2020,288478,Haryana
04-Jul-2020,298094,Haryana
05-Jul-2020,307159,Haryana
06-Jul-2020,315853,Haryana
07-Jul-2020,323491,Haryana
08-Jul-2020,332504,Haryana
09-Jul-2020,342404,Haryana
10-Jul-2020,352343,Haryana
11-Jul-2020,363428,Haryana
12-Jul-2020,372621,Haryana
13-Jul-2020,381420,Haryana
14-Jul-2020,388760,Haryana
15-Jul-2020,400155,Haryana
16-Jul-2020,409852,Haryana
17-Jul-2020,424692,Haryana
18-Jul-2020,436535,Haryana
19-Jul-2020,447345,Haryana
20-Jul-2020,457310,Haryana
21-Jul-2020,467740,Haryana
22-Jul-2020,477412,Haryana
23-Jul-2020,490414,Haryana
24-Jul-2020,505220,Haryana
25-Jul-2020,536323,Haryana
26-Jul-2020,549463,Haryana
27-Jul-2020,559326,Haryana
28-Jul-2020,570219,Haryana
29-Jul-2020,582639,Haryana
30-Jul-2020,600893,Haryana
31-Jul-2020,612591,Haryana
01-Aug-2020,628806,Haryana
02-Aug-2020,646286,Haryana
03-Aug-2020,657949,Haryana
04-Aug-2020,671064,Haryana
05-Aug-2020,683500,Haryana
06-Aug-2020,697779,Haryana
07-Aug-2020,713061,Haryana
08-Aug-2020,730036,Haryana
09-Aug-2020,744080,Haryana
10-Aug-2020,753945,Haryana
11-Aug-2020,771769,Haryana
12-Aug-2020,786839,Haryana
13-Aug-2020,801784,Haryana
14-Aug-2020,817509,Haryana
15-Aug-2020,830477,Haryana
16-Aug-2020,844422,Haryana
17-Aug-2020,854757,Haryana
18-Aug-2020,867458,Haryana
19-Aug-2020,889259,Haryana
20-Aug-2020,910877,Haryana
21-Aug-2020,926568,Haryana
22-Aug-2020,944764,Haryana
23-Aug-2020,964297,Haryana
24-Aug-2020,983187,Haryana
25-Aug-2020,1001781,Haryana
26-Aug-2020,1025524,Haryana
27-Aug-2020,1051189,Haryana
28-Aug-2020,1076063,Haryana
29-Aug-2020,1103832,Haryana
30-Aug-2020,1130073,Haryana
31-Aug-2020,1150126,Haryana
01-Sep-2020,1172778,Haryana
02-Sep-2020,1195800,Haryana
03-Sep-2020,1220075,Haryana
04-Sep-2020,1245640,Haryana
05-Sep-2020,1268518,Haryana
06-Sep-2020,1294598,Haryana
07-Sep-2020,1317045,Haryana
08-Sep-2020,1334010,Haryana
09-Sep-2020,1370399,Haryana
10-Sep-2020,1399628,Haryana
11-Sep-2020,1431602,Haryana
12-Sep-2020,1461644,Haryana
13-Sep-2020,1490034,Haryana
14-Sep-2020,1514575,Haryana
15-Sep-2020,1536656,Haryana
16-Sep-2020,1565646,Haryana
17-Sep-2020,1594079,Haryana
18-Sep-2020,1623268,Haryana
19-Sep-2020,1651482,Haryana
20-Sep-2020,1681221,Haryana
21-Sep-2020,1706758,Haryana
22-Sep-2020,1729974,Haryana
23-Sep-2020,1758243,Haryana
24-Sep-2020,1783274,Haryana
25-Sep-2020,1803327,Haryana
26-Sep-2020,1827148,Haryana
27-Sep-2020,1851457,Haryana
28-Sep-2020,1872894,Haryana
29-Sep-2020,1893886,Haryana
30-Sep-2020,1920181,Haryana
